key,subject,chapter,concept,quick_len,structure_len,examples_len,theory_len,example_hash,theory_hash,structure_hash,direct_answer_flag,linux_has_dogam
sql:117,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,WHERE 조건 실행 결과 추적,4,4,1,6,3827573c86fc6a5904d2d65f9378339d,3e147e639a278029c2d1758e855d4c20,eec5a519e86d75fbd6b8672559bc2ed4,,YES
sql:118,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,WHERE 조건 실행 결과 추적,4,4,1,6,59587bc4090ca5e771a81111f70d58c9,3e147e639a278029c2d1758e855d4c20,eec5a519e86d75fbd6b8672559bc2ed4,,YES
sql:119,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,IN으로 후보 목록 비교,4,4,1,6,54639327f00a1f82a8c3364c2a8ea1db,bad7b81864e0a4e18f5324423cf946ea,b4d74d3d582612856e20f3653816e41d,,YES
sql:120,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,NOT IN으로 제외 대상 찾기,4,4,1,6,23f9135a30dc78365e336b6bc8f25291,8988e825a2231ad1c8e167c0d9291a0e,5980e9f6292c18092f5faa51fe4612d7,,YES
sql:121,sql,제12장 INNER JOIN,INNER JOIN 테이블 연결,4,4,1,6,6d3d65c5543fe9518551a0fbb4f838f4,77b1168c31997a979719efa03a1c0835,caee99aeef45a4e2847de08ebfff6fda,,YES
sql:122,sql,제12장 INNER JOIN,INNER JOIN 테이블 연결,4,4,1,6,bf8cdb1fc7171e8976a4380b2a02c850,b2e48545076403782c66c8094be7009e,24cfbc41ef4ef55c14c3528d865f749f,,YES
sql:123,sql,제12장 INNER JOIN,INNER JOIN 테이블 연결,4,4,1,6,aebfe33be3448d7af112e590d2da7be4,ceabcf9718cef1be1a8a63eb6a936056,1cbeb32c4e9838e0b10872dd5c263b9c,,YES
sql:124,sql,제12장 INNER JOIN,JOIN 실행 결과 추적,4,4,1,6,d388a26b4a5701157b202760343089e3,c6010370bef3489e06d373e4ab0cd302,e3b3f288d7e4dff878c397950337d1e6,,YES
sql:125,sql,제12장 INNER JOIN,INNER JOIN 테이블 연결,4,4,1,6,000e8f08f4c040afee770e182a4affc3,79ea1b8ba89dbf4d7ea113afdf7a15dc,1cbeb32c4e9838e0b10872dd5c263b9c,,YES
sql:126,sql,제12장 INNER JOIN,INNER JOIN 테이블 연결,4,4,1,6,74ad36dc49fd7458627f5c166d2bf190,bb04b86a84201f66fc40bc70866fbd33,1cbeb32c4e9838e0b10872dd5c263b9c,,YES
sql:127,sql,제12장 INNER JOIN,INNER JOIN 테이블 연결,4,4,1,6,9d3b42127fde5cadb99ee3838f55d9c3,4d6314b1b56d75bad6fb14868e0bbd2f,24cfbc41ef4ef55c14c3528d865f749f,,YES
sql:128,sql,제12장 INNER JOIN,JOIN 실행 결과 추적,4,4,1,6,b14c5f604789015fa53d834df8d1bc35,c6010370bef3489e06d373e4ab0cd302,03bf593d005cf6098e8d4c57599a02d6,,YES
sql:129,sql,제12장 INNER JOIN,INNER JOIN 테이블 연결,4,4,1,6,2cc530a55c19943ca3095e41becaca37,09128507442d919f945c5c4c14383456,1cbeb32c4e9838e0b10872dd5c263b9c,,YES
sql:130,sql,제12장 INNER JOIN,INNER JOIN 테이블 연결,4,4,1,6,d79ce2853b6704f13ee7dcf713d29e08,38fcae82ce6b30b46df7c129c461a063,60f9f59f739f8bb8b7fcd9540b97b59d,acceptedAnswer text appears,YES
sql:131,sql,제12장 INNER JOIN,JOIN 실행 결과 추적,4,4,1,6,1df5aa7a29a593a46d11887eec6eb390,c6010370bef3489e06d373e4ab0cd302,7c8b8bb1bcd91de0ed5e5a917218b2a0,,YES
sql:132,sql,제12장 INNER JOIN,INNER JOIN 테이블 연결,4,4,1,6,24600b9600ae84aa186a9e1b71fb6b67,7cf03730046e26e487d080f2545ad796,1cbeb32c4e9838e0b10872dd5c263b9c,,YES
sql:133,sql,제12장 INNER JOIN,INNER JOIN 테이블 연결,4,4,1,6,95ef75e9ed00308173bb0d9440e02f84,39e515e928826e28dabe2470090e2733,1cbeb32c4e9838e0b10872dd5c263b9c,,YES
sql:134,sql,제12장 INNER JOIN,INNER JOIN 테이블 연결,4,4,1,6,d64328eed5c31f70bf414570f7384ec1,8a52703c1fb877754005474cca43f468,24cfbc41ef4ef55c14c3528d865f749f,acceptedAnswer text appears,YES
sql:135,sql,제12장 INNER JOIN,JOIN 실행 결과 추적,4,4,1,6,7a29527a68c2bde42fcee0e385196da4,c6010370bef3489e06d373e4ab0cd302,fbd67f85d21994064b9252b7389d5675,,YES
sql:136,sql,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN 결과 보존,4,4,1,6,2ab45fae2e193826eb8b082972bde342,1dc222df264e1e77627283494ae56e15,ed0365fa485734eaeeba241ccfdeee61,,YES
sql:137,sql,제13장 OUTER JOIN / SELF JOIN,JOIN 실행 결과 추적,4,4,1,6,c56fa59bde035e6681351a674e24c043,ba43768ef9aa22c46e9db3406ff532f6,1fd0567ce68837c4bd1a24946f8fe305,,YES
sql:138,sql,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN 결과 보존,4,4,1,6,abb1655e493e13f913692313271464e6,d3337e295875f4bf195ec69583665807,556fd49a2ab3fd62d2ebf4b8877b4012,acceptedAnswer text appears,YES
sql:139,sql,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN 결과 보존,4,4,1,6,c4a019fdb23b0e8e25d68f22bd0fbdf9,ac081870514f47c036b9895bd29b342d,ed0365fa485734eaeeba241ccfdeee61,,YES
sql:140,sql,제13장 OUTER JOIN / SELF JOIN,JOIN 실행 결과 추적,4,4,1,6,0e356d4b7de2b072a67b2dfd252b61c3,ba43768ef9aa22c46e9db3406ff532f6,47b58cfc8e83bed1be25eb9681c0b7f6,,YES
sql:141,sql,제13장 OUTER JOIN / SELF JOIN,SELF JOIN 같은 테이블 연결,4,4,1,6,9a2823df8942d93a91de0b0362626e3b,fd6c2ee111f7f4e960a608104edd3d21,b5c65ca28329c46fd9f0768f695ccc62,,YES
sql:142,sql,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN 결과 보존,4,4,1,6,72c46ea019d4618ec17db9541f58fa58,3f97748abd52ee55200432f98db0c5e3,7e814ee03cba17b44292bccdc1bb3d0f,,YES
sql:143,sql,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN 결과 보존,4,4,1,6,6d5011e42670463bdc01a1f7411e01c7,f93652a6b4536b5d632f5ecae7818ad5,d8ab52fd9997e5f33bc72b188f9f0925,acceptedAnswer text appears,YES
sql:144,sql,제13장 OUTER JOIN / SELF JOIN,JOIN 실행 결과 추적,4,4,1,6,61aaf7404b4add242d2ab3150b479eef,ba43768ef9aa22c46e9db3406ff532f6,2e98ddd6abce427af4065992c6fc8c7b,,YES
sql:145,sql,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN 결과 보존,4,4,1,6,cefb0e739ab70bb19bca7224f516960c,603794773fb38985fb575312c8177ed8,ed0365fa485734eaeeba241ccfdeee61,,YES
sql:146,sql,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN 결과 보존,4,4,1,6,a878737bc8fa81188360f5e0915adc4f,0681685ceebf869de41930dd398f9340,7c06d6ce7a7b26e9189841a45d28c151,,YES
sql:147,sql,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN 결과 보존,4,4,1,6,33347c97b82839135a71c324aab11f8e,7e549d634e05cbf9a151d2c1f277b816,6ad079fbe81b94ba40e30478236bce4e,acceptedAnswer text appears,YES
sql:148,sql,제13장 OUTER JOIN / SELF JOIN,JOIN 실행 결과 추적,4,4,1,6,414be77721548575cea3fd16bfb9b5f0,ba43768ef9aa22c46e9db3406ff532f6,296cf02d4b41acf67096d4ded07fdcbe,,YES
sql:149,sql,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN 결과 보존,4,4,1,6,11686f1a425ce8dfc8a0a30dbc16d8ac,2309d197f88ca2adbb118bd619e5db4b,ed0365fa485734eaeeba241ccfdeee61,,YES
sql:150,sql,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN 결과 보존,4,4,1,6,d9a1ef34c65e97e9cd158c327e9e2d56,dde99e5d4445c9cfd778764f25437703,ed0365fa485734eaeeba241ccfdeee61,,YES
sql:151,sql,제14장 UNION / UNION ALL / 집합연산자,UNION 중복 제거 합치기,4,4,1,6,8a0ecbe75ad7136ddb14af962506691f,43318e79a3b27d429b85f6ca9d0a7bea,5105fdc2c7a30a368284043a978bda14,,YES
sql:152,sql,제14장 UNION / UNION ALL / 집합연산자,집합 연산 실행 결과 추적,4,4,1,6,cb9814bc8d78148f8c839466c48ae7f1,84da8259596e679525e94fa952ff9413,f696010758f484e477bc7ef08487df27,,YES
sql:153,sql,제14장 UNION / UNION ALL / 집합연산자,집합 연산 실행 결과 추적,4,4,1,6,c0d62968b33a545d1fd82cbd387ed57d,84da8259596e679525e94fa952ff9413,f696010758f484e477bc7ef08487df27,,YES
sql:154,sql,제14장 UNION / UNION ALL / 집합연산자,UNION ALL 중복 유지 합치기,4,4,1,6,26c5fb4fb305e2b03e0679c060062937,4cc73bc01c73be6ac71a6b34736fe07e,40799a9a8b4f7269fc9e17126799e0bd,acceptedAnswer text appears,YES
sql:155,sql,제14장 UNION / UNION ALL / 집합연산자,UNION 중복 제거 합치기,4,4,1,6,9ccf474737880b5e42148577a0d8b834,50ba10c59491c2da18dc93439aac1bd5,f3d3a0da1e13e2f4612ed1c81470f3a3,,YES
sql:156,sql,제14장 UNION / UNION ALL / 집합연산자,UNION ALL 중복 유지 합치기,4,4,1,6,2336443114830134e2f36b327e9679cd,77645d8522fbc7b7aabdfa4353422f65,0ec163383908450376069f32ab746c24,acceptedAnswer text appears,YES
sql:157,sql,제14장 UNION / UNION ALL / 집합연산자,집합 연산 실행 결과 추적,4,4,1,6,d837cfd03778a268d8792161f7d06a14,84da8259596e679525e94fa952ff9413,60b443069ac0b7130db8d751385eb629,,YES
sql:158,sql,제14장 UNION / UNION ALL / 집합연산자,UNION 중복 제거 합치기,4,4,1,6,4318aa633592110a3bb8e006f7ff1003,9b895a8b6ef36f5f6ef96bfb9f901306,1bdcbd028ecf4a5f68409e89959e23fa,acceptedAnswer text appears,YES
sql:159,sql,제14장 UNION / UNION ALL / 집합연산자,UNION 중복 제거 합치기,4,4,1,6,8e6e69b87996e6ae80ead6e32248d3be,4765cf21c18d28b23b5bc23e2b031915,f3d3a0da1e13e2f4612ed1c81470f3a3,,YES
sql:160,sql,제14장 UNION / UNION ALL / 집합연산자,집합 연산 실행 결과 추적,4,4,1,6,cab06ca1e245cdca18166da209406d04,84da8259596e679525e94fa952ff9413,d0f9e284636c7034481ec1184a0540d5,,YES
sql:161,sql,제15장 CREATE / ALTER / DROP / TRUNCATE,CREATE TABLE 구조 정의,4,4,1,6,e954ab3e9081f7f390508ea5288372ee,89dfa56242a8ddac0f1d5b26df0c1bf0,b38034030b1b213fb49a7881feab8318,,YES
sql:162,sql,제15장 CREATE / ALTER / DROP / TRUNCATE,SELECT 기본 조회,4,4,1,6,5b4bf665e4f40b866457798530e2d839,fad9f1933d1448c635b5894ee09c265c,5294a5793eaaa27a41790e8d3e1bd3c5,,YES
sql:163,sql,제15장 CREATE / ALTER / DROP / TRUNCATE,ALTER TABLE 구조 변경,4,4,1,6,e1ca7d85dce0c26c73a0027c5f23dc76,5b396d8eab85805dfd73fea401252a2d,7e08cd97f8d0d57adad8291b590b497a,,YES
sql:164,sql,제15장 CREATE / ALTER / DROP / TRUNCATE,ALTER TABLE 구조 변경,4,4,1,6,946779f6e7cafb313b096b1e4acacad2,27474ddbde616135f45af3cb0cb66918,9948547454d01ac006d3e0daa85c06dc,,YES
sql:165,sql,제15장 CREATE / ALTER / DROP / TRUNCATE,ALTER TABLE 구조 변경,4,4,1,6,769738d0e527aea7e544e3bc27dd4b0a,aa112506d34b6c2489cfdece4dd314c9,1ebb303ea6cb9e51c95d0ea63f6f86a4,,YES
sql:166,sql,제15장 CREATE / ALTER / DROP / TRUNCATE,DROP 객체 삭제,4,4,1,6,c28e9b68ff2ba3633e01886cc1cf65da,b41149bee8438eb8df90be3ea2b48029,59d736da224a8e1e8829da14b2409817,,YES
sql:167,sql,제15장 CREATE / ALTER / DROP / TRUNCATE,TRUNCATE로 전체 행 비우기,4,4,1,6,903203c16b388f5ab85c6d73a3aba333,6263466e2c0b5d9550146a7f0338408d,bfa4153199df65a9fc0ec8e561f20dc2,acceptedAnswer text appears,YES
sql:168,sql,제15장 CREATE / ALTER / DROP / TRUNCATE,DROP 객체 삭제,4,4,1,6,3e75e5ef6dadd3ec9f3eebfd7f864b27,4dbecd188fa44de141fb55042793b804,b3351ed06a1dd4bcff1b86410bf3f662,,YES
sql:169,sql,제15장 CREATE / ALTER / DROP / TRUNCATE,CREATE TABLE 구조 정의,4,4,1,6,660e8e3b8ce5013db6d03ec6c21fa356,68e5bbfe6081e1c1e9f5a979a207abb0,b38034030b1b213fb49a7881feab8318,,YES
sql:170,sql,제15장 CREATE / ALTER / DROP / TRUNCATE,TRUNCATE로 전체 행 비우기,4,4,1,6,09a7daefb5e687a9ab160f5afd4c4b41,09481ed213636688dc8dcd29d1c6db92,fe7666ab0dbc95780ff9061fa8472b49,,YES
sql:171,sql,제16장 제약조건,CREATE TABLE 구조 정의,4,4,1,6,3a2ad18aa4b591c066f2c87f47bdd76e,b37fe798b72583dbef9a979c0a28d55c,b38034030b1b213fb49a7881feab8318,,YES
sql:172,sql,제16장 제약조건,CREATE TABLE 구조 정의,4,4,1,6,51861239b3cceed444f1aaf4419f2cce,d56349f60e5cb2dd058c2cfb3107bf7d,9edc00db16bec665e45ac7fd02abcc9c,acceptedAnswer text appears,YES
sql:173,sql,제16장 제약조건,ALTER TABLE 구조 변경,4,4,1,6,8cb9b1caa7a9249afd4aff5f70d3d9c9,adab7cac731e2c618d535c539d1a4ab1,1ebb303ea6cb9e51c95d0ea63f6f86a4,,YES
sql:174,sql,제16장 제약조건,CREATE TABLE 구조 정의,4,4,1,6,6764d9ba74c12dd1afade6401034686a,a17d22c1b626a5eec97b3bbe3a197a89,96131e0252a1c0b64a20c9a0acb8e93d,,YES
sql:175,sql,제16장 제약조건,CREATE TABLE 구조 정의,4,4,1,6,53aeb0b775221c9cf3708f57c03e1e28,90f08c67d922ca80218bb2c39dac3e75,b38034030b1b213fb49a7881feab8318,,YES
sql:176,sql,제16장 제약조건,CREATE TABLE 구조 정의,4,4,1,6,974dd95de36b73ccf86eae5e3f7052d2,abaa5cbcb2ff7a8002dc30a02fafe07f,96131e0252a1c0b64a20c9a0acb8e93d,,YES
sql:177,sql,제16장 제약조건,PRIMARY KEY 제약조건,4,4,1,6,3cae02c0d0a3d41cf2d4379ab0e797e2,46e3e11f22ea2ed1cc3605939cc27cdb,73ed98246ae4c5c7f2e02c27e8cb2c7e,,YES
sql:178,sql,제16장 제약조건,GROUP BY로 기준별 개수 구하기,4,4,1,6,91f92489a8489dd993b825811f0dcd1b,2ecfd79fa81d24e4be1f06f6cc304986,41761cdbcc8f954d66c15128131b1ca9,,YES
sql:179,sql,제16장 제약조건,NOT NULL 제약조건,4,4,1,6,ccfdfca4afaf8bb696d85eba57cc8ebb,60a0bebede525fdbd76a7bfc4a19da44,8412d3694ee8378f39ca0f862481ae07,acceptedAnswer text appears,YES
sql:180,sql,제16장 제약조건,NOT NULL 제약조건,4,4,1,6,5e970286ece65f32fd10aa9b7110380b,79e90736c2ff3ad902a69f46f6384cbd,43cf9549247617bbed8969f22826f2c7,,YES
sql:181,sql,제17장 VIEW / INDEX / 데이터사전 / DCL,VIEW 생성과 조회문 저장,4,4,1,6,eac3db64a354ab41a7b135b8f9c90a5d,4a20b5d9953824c71e651e8686b026c1,7e70a0d4d638f54a0cda0100a125bad1,,YES
sql:182,sql,제17장 VIEW / INDEX / 데이터사전 / DCL,VIEW 생성과 조회문 저장,4,4,1,6,da30094239bc94c1e1e42099e43ed4cb,b2efbb885fee21b21cedba9d17525c95,587822150c3a2aacfbb4c155792faf61,acceptedAnswer text appears,YES
sql:183,sql,제17장 VIEW / INDEX / 데이터사전 / DCL,INDEX 생성과 검색 보조,4,4,1,6,8fac3ec11e982f366a32140385289633,fcece50ed7450cc3d7b4475b3d34e2ca,2d577464b5a00cc0cfdf0110a792309c,,YES
sql:184,sql,제17장 VIEW / INDEX / 데이터사전 / DCL,INDEX 생성과 검색 보조,4,4,1,6,31e109066b341f8ed56970892f241069,14078868137bd3b94953f364dd09e787,04d2ec5fda5900f3c76910c963a0370d,acceptedAnswer text appears,YES
sql:185,sql,제17장 VIEW / INDEX / 데이터사전 / DCL,GRANT 권한 부여,4,4,1,6,a363ea671e90f4ce12fb9df7318941d0,2eadee5fcb973220726dd2adac5fe98a,250088324c981918184bdd87a77670f2,,YES
sql:186,sql,제17장 VIEW / INDEX / 데이터사전 / DCL,GRANT 권한 부여,4,4,1,6,63120fc9eabc00144b5312175aff3336,ad81e8c793bdcd514a1d1db9aae527ab,250088324c981918184bdd87a77670f2,,YES
sql:187,sql,제17장 VIEW / INDEX / 데이터사전 / DCL,REVOKE 권한 회수,4,4,1,6,8185de9e8eda7199a8a1a45be72af57a,6fd9ec6de1023e6b661b277bc65c63b2,8d09be62ac99061adbacd2024391a7cd,,YES
sql:188,sql,제17장 VIEW / INDEX / 데이터사전 / DCL,REVOKE 권한 회수,4,4,1,6,25e504ed9a81f021e5dbfe97a953d23b,cdb71581c401647bf78bf8b4d1c5f17d,368000e729020080d95421803f975d73,acceptedAnswer text appears,YES
sql:189,sql,제17장 VIEW / INDEX / 데이터사전 / DCL,SELECT 기본 조회,4,4,1,6,46291621bf8cd044ba30a4ff8edeb2e2,158c85ef96b9f1eba7904ec2905f7681,5214d8a68b7b82fc62c1409e8c6f6774,,YES
sql:190,sql,제17장 VIEW / INDEX / 데이터사전 / DCL,DROP 객체 삭제,4,4,1,6,4ef1162f4e6b873c4bed719c06d87cb2,a103f87a7a021f7839357e9d87e2e99c,b3351ed06a1dd4bcff1b86410bf3f662,,YES
sql:191,sql,제18장 실전 모의세트 A,ORDER BY 정렬 방향,4,4,1,6,b819673d03b8ae42c2b523071852a108,1d468b82c6dc4056b097f8d1ca34b3af,07743f064567b91fb0da4bd831ee331c,,YES
sql:192,sql,제18장 실전 모의세트 A,WHERE 조건 실행 결과 추적,4,4,1,6,0160d44cd21833084fece5e0724c528b,00a051ebdf871eff683cf11e0c26e344,c974b09678bcc7751ef76c2e40f12080,,YES
sql:193,sql,제18장 실전 모의세트 A,INNER JOIN 테이블 연결,4,4,1,6,83701d340329ce119c2931a36c5cc730,0fcd6739a68b1bae8aa84edbfc187585,1cbeb32c4e9838e0b10872dd5c263b9c,,YES
sql:194,sql,제18장 실전 모의세트 A,LIKE와 와일드카드 패턴,4,4,1,6,da6f1c21d1c554f6648f4b454ac2c5b9,f3116c324f3bc932b13fe48502a8e452,513f40c73f3ee27074fe20d55de9a9b9,,YES
sql:195,sql,제18장 실전 모의세트 A,TRUNCATE로 전체 행 비우기,4,4,1,6,1324effa83d1fde8361ab88b81995485,933966fcca137a48856115111e202741,fe7666ab0dbc95780ff9061fa8472b49,,YES
sql:196,sql,제19장 실전 모의세트 B,집합 연산 실행 결과 추적,4,4,1,6,544e6caf2b4f0df4d6de38b807d84daf,b2d83434a41bb11e8db292e3a53bc8e9,45ff4148dd2c2751350b5915f6c9b621,,YES
sql:197,sql,제19장 실전 모의세트 B,NOT EXISTS로 없는 행 찾기,4,4,1,6,bc25a30dc4738930ced7fa127bcb8225,8f6c4910cebad8d5cced0c89fd3673df,b0932825f0141cccd5f729b8ca28fed7,,YES
sql:198,sql,제19장 실전 모의세트 B,INDEX 생성과 검색 보조,4,4,1,6,508475a51e727533ea93bf78e72e5858,e203da7bc0e990c1f4a90496878444a9,04d2ec5fda5900f3c76910c963a0370d,acceptedAnswer text appears,YES
sql:199,sql,제19장 실전 모의세트 B,GRANT 권한 부여,4,4,1,6,8f23800e7e3336a39f2c518c5a9542f1,fafab11b69bca05ef9473e1a2a1d0b17,250088324c981918184bdd87a77670f2,,YES
sql:200,sql,제19장 실전 모의세트 B,VIEW 생성과 조회문 저장,4,4,1,6,21fdae9664e0fc3d553ef66fb0495990,2c1803aeb2303e58b32c526cfce2359a,8b087e474fb4e37fe54962c14a62b22c,,YES
python:1,python,제1장 print와 기본 출력,print 출력 형식,4,4,1,6,2adef7435462aa4b8fe38cfef298db4e,b8cd1d8da193d854d2a837d6de28871d,c8952f325172f31f21999b361a3218e5,,YES
python:2,python,제1장 print와 기본 출력,문자열 메서드와 길이,4,4,1,6,b1f12ab15b81c34313125b286ecc2d4a,8574be6a24bfb327258feb46159a5c1f,4d7ed1df808556aae8e266ae072e912e,acceptedAnswer text appears,YES
python:3,python,제1장 print와 기본 출력,print 출력 형식,4,4,1,6,bb98e35afa7d674be43673d8e31315de,189ab0ff3cd1f0c5b63d04544ca259d1,a058272ee834072742daa13472c0fd82,,YES
python:4,python,제1장 print와 기본 출력,print 출력 형식,4,4,1,6,5d05da778177a56eb2ecaca2f7910a88,ca1c07cf3f4d2a0ac2836fb068c4e9cd,edd74ffd7900b45218899f6d6a053e8c,,YES
python:5,python,제1장 print와 기본 출력,print 출력 형식,4,4,1,6,96aa480d751c0477e409d8e80633b47b,b15918ce643590423c3d42c56d2994fc,2306d61221184c2f6546fa48c40d5cae,,YES
python:6,python,제1장 print와 기본 출력,print 출력 형식,4,4,1,6,97f8e20632313d2c3ca7ad479155282b,5cd3dbc5fab653d9f7cdb3e4ea0200aa,ceaaff85be65ac3b364bbe0608c4c7d9,,YES
python:7,python,제1장 print와 기본 출력,print 출력 형식,4,4,1,6,bcdf0a97d553ed20da5b3c95a75bf342,6eef96d354ef665e02ab4a18b21a655b,f32e141d635e6bdee999fe5c1cf941d5,,YES
python:8,python,제1장 print와 기본 출력,print 출력 형식,4,4,1,6,e05025b340f27de9590c62c6a8532ab1,10da7b7467271b48ad53d681cf016cf7,00f8bf4996c122357244dd1d898a6cc9,,YES
python:9,python,제1장 print와 기본 출력,print 출력 형식,4,4,1,6,991148cf04b0dfe95d90038b5d9b0d36,d9e217c2d19c3848c06fb23850ce7293,f57bc4f506aa4f7012ef0ef2ccb4e26c,,YES
python:10,python,제1장 print와 기본 출력,print 출력 형식,4,4,1,6,89e6dc8bbbfe20c72d2c2a0f7e0ab464,fe6554a1ba4fa3104d89b27ba8ba2bfb,d3f6043fe99c1964359896e2c9430b00,,YES
python:11,python,제2장 변수와 자료형,변수와 자료형 판단,4,4,1,6,f8c0c6467528972a481ec2d099ac82d1,b118099eeca1f18b111b719cff7eac34,d6d73f4c8ffd52d88ad6e26955c4e2e8,,YES
python:12,python,제2장 변수와 자료형,변수와 자료형 판단,4,4,1,6,42d7bc6efbaf857cd6526cf61787df94,8b383590a24706d617f61f9727c4489e,51c04544e696464d55b997afab7366aa,,YES
python:13,python,제2장 변수와 자료형,문자열 메서드와 길이,4,4,1,6,92facfe7cf05920b4cf7ec4b0d59f120,b5fb14ed22820be02d18865d34d2ad2f,05d4b12b75c8590feeb2fb4b2df75662,,YES
python:14,python,제2장 변수와 자료형,리스트 요소 접근과 메서드,4,4,1,6,ca5c6d1b878ed70a34bfa3db47558fb0,88c682a025f871deedeb58568a78ad9f,8c2d09f2c67f541eab715821ff173513,,YES
python:15,python,제2장 변수와 자료형,변수와 자료형 판단,4,4,1,6,fd91345501c56701b7d4dae9606f059f,d90d67c8d873604c126d12fe6ea0778e,f66ead68c591189747c64f8d0354ae91,acceptedAnswer text appears,YES
python:16,python,제2장 변수와 자료형,변수와 자료형 판단,4,4,1,6,c16e9203d06162330d52081b04219b05,866fadc52a9a6b438e45a0ca9ab67209,21f90dd38417feb517587fe00c9f282c,,YES
python:17,python,제2장 변수와 자료형,변수와 자료형 판단,4,4,1,6,ee2a71f69c1e9b4386641db603b83bb8,3b161d3fd91630695c3ed1464e93f0ee,99d105a0590d78995379a50db93a5137,,YES
python:18,python,제2장 변수와 자료형,문자열 메서드와 길이,4,4,1,6,cf153939ae2baa150605e221dc3adab3,267a7401aa04698c8bf09a487d1869be,c47330d3e5c476a075955631cb3e0b08,,YES
python:19,python,제2장 변수와 자료형,변수와 자료형 판단,4,4,1,6,e316ae23f0e31524768dee3305cda2e7,1729f44295ea9e66d1dfe166c071faa2,e6d8c537c30fa04e6bf9479ae241dcf5,,YES
python:20,python,제2장 변수와 자료형,문자열 메서드와 길이,4,4,1,6,6efa121066337435291848b140b79af0,8e63f47fcd4f1fad60c4610ec0bb4d1d,82cadf1fc7e1d4d96a4855be276d6447,,YES
python:21,python,제3장 숫자 연산과 대입 연산,숫자 연산과 대입 연산,4,4,1,6,c5a84515ac93ffb043e796a7dd3959a5,d9bef9482b7f5566143f7b5462ac423d,ba8455c22b938a8379d078f6f74f5b6c,,YES
python:22,python,제3장 숫자 연산과 대입 연산,연산자와 변수 값 변화,4,4,1,6,421b32e18cac8840b479b3d51837dde2,f544dfd0e2ed0680f6d7fa41e7dc07be,e9d1a16af371d9b1d3037a7cec7d0d87,,YES
python:23,python,제3장 숫자 연산과 대입 연산,연산자와 변수 값 변화,4,4,1,6,79e102674a41fc741b479ef8046dcc46,80e03007d7ed4afba5c039e45c836634,c36ee20487e7035a7cfab59108a40f09,,YES
python:24,python,제3장 숫자 연산과 대입 연산,숫자 연산과 대입 연산,4,4,1,6,f2375ccee1c3b162d548889b35b49ad1,c583c98ae4cc599cfbeffdf813c12b9d,08c645577ad15337b7139b32f833ea0c,,YES
python:25,python,제3장 숫자 연산과 대입 연산,연산자와 변수 값 변화,4,4,1,6,7715a22798c0840a80fb6a98c4d7b66e,80394a5d509f44e66509f30cd925b9b1,7cd8b8e73664cda3aaf3eb8a3f30c635,,YES
python:26,python,제3장 숫자 연산과 대입 연산,숫자 연산과 대입 연산,4,4,1,6,cb730306ba0b400c41a56fc8104fe354,6ee602992d26fbb5376e53ffb1696c0a,4410855ea0ab190418597b8c344729df,,YES
python:27,python,제3장 숫자 연산과 대입 연산,숫자 연산과 대입 연산,4,4,1,6,b13a8bfdb20abd3773b943afde4ea6d0,b3d8acd230a746c259e12cba726aba00,2db6b9c3aaa730418982c4f23a03f0ed,,YES
python:28,python,제3장 숫자 연산과 대입 연산,숫자 연산과 대입 연산,4,4,1,6,ed0e2fed072a06e88639f45d4d823c13,dfb4d0ace4c0ac1d60af0ef73cb140e3,a521e7acb66b82a8377ea445bc47287e,,YES
python:29,python,제3장 숫자 연산과 대입 연산,숫자 연산과 대입 연산,4,4,1,6,0827fde03d2dbd4b98f6c779e9f70d5c,48483420375ea8de7abaa2492fd49dc6,d0ed63027c7e7529821fa417c2d8b511,,YES
python:30,python,제3장 숫자 연산과 대입 연산,숫자 연산과 대입 연산,4,4,1,6,523822c09eb5873cf5bc6f9f28996799,c3255c23150968abb5477b3355ee1b2d,0536d6c96da73098ac50de4f027881f0,,YES
python:31,python,제4장 문자열 처리,문자열 메서드와 길이,4,4,1,6,67ecb8cae5a053d31cf744ad7a448a9a,311fb1f600125a3b2054bbcce975662f,9b233cd440cb90b6fb7e2e86f84e435e,,YES
python:32,python,제4장 문자열 처리,리스트 요소 접근과 메서드,4,4,1,6,663c77ce024a0bd54c501ab943164bbf,490178465acf6ea023c9ea21fa1a7c53,caa18888c5c2f0f0573df2d7d03a21e3,,YES
python:33,python,제4장 문자열 처리,리스트/문자열 인덱싱과 슬라이싱,4,4,1,6,cbb70c7036480bd39e09c22e9c0dffbf,07ec40dc141000bedcfaa2b05c5f77d6,9540ab5e51781a86edf389dfeaf14b9e,,YES
