subject,questionNo,chapter,oldConcept,newConcept,changed,matchingBasis,questionSnippet,exampleSnippet,answerLeakCheck,reviewNote
sql,127,제12장 INNER JOIN,INNER JOIN,INNER JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 빈칸에 들어갈 알맞은 테이블 이름을 쓰시오. SELECT 주문번호, 상품명 FROM 주문 INNER JOIN ( ) ON 주문.상품코드 = 상품.상품코드;","SELECT c.수강생명, l.과정명 FROM 수강생 c INNER JOIN 과정 l ON c.과정코드 = l.과정코드; -- 연결 조건이 맞는 행만 조회합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,128,제12장 INNER JOIN,INNER JOIN,INNER JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 실행 결과를 쓰시오. 작성 기준: 출력 열 이름과 결과 행을 직접 작성하세요. 정렬 조건이 없는 경우 지문에 제시된 행의 순서를 기준으로 작성하고, NULL 값은 NULL 로 입력합니다. [주문] 주문번호 상품코드 수량 1 A01 2 2 A02 1 3 A04 5 4 A03 1 5 A99 3 [상품] 상품코드 상품명 단가 A01 키보드 30000 A02 마우스 15000 A03 모니터 200000 A04 USB허","SELECT c.수강생명, l.과정명 FROM 수강생 c INNER JOIN 과정 l ON c.과정코드 = l.과정코드; -- 연결 조건이 맞는 행만 조회합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,129,제12장 INNER JOIN,INNER JOIN,INNER JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 요구사항에 맞는 SQL문을 쓰시오. [테이블 구조] 테이블명 필드 판매 판매번호, 직원번호 직원 직원번호, 이름 요구사항 판매 , 직원 테이블을 직원번호 기준으로 조인하여 판매번호 와 담당직원명에 해당하는 직원.이름 을 조회한다.","SELECT c.수강생명, l.과정명 FROM 수강생 c INNER JOIN 과정 l ON c.과정코드 = l.과정코드; -- 연결 조건이 맞는 행만 조회합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,130,제12장 INNER JOIN,INNER JOIN,INNER JOIN,Y,SQL 절/장/키워드 기준 매칭,다음 SQL문의 괄호에 들어갈 알맞은 키워드를 쓰시오. SELECT * FROM 주문 ( ) 상품 ON 주문.상품코드 = 상품.상품코드;,"SELECT c.수강생명, l.과정명 FROM 수강생 c INNER JOIN 과정 l ON c.과정코드 = l.과정코드; -- 연결 조건이 맞는 행만 조회합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,131,제12장 INNER JOIN,INNER JOIN,INNER JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 실행 결과를 쓰시오. 작성 기준: 출력 열 이름과 결과 행을 직접 작성하세요. 정렬 조건이 없는 경우 지문에 제시된 행의 순서를 기준으로 작성하고, NULL 값은 NULL 로 입력합니다. [사원] 사원번호 이름 부서코드 직급 1 김민수 D1 대리 2 박서연 D2 사원 3 이도윤 D1 과장 4 최유나 D3 사원 5 강하준 D9 사원 [부서] 부서코드 부서명 지역 D1 총무부 서울 D2 회계부 부산 D3 개발부 서","SELECT c.수강생명, l.과정명 FROM 수강생 c INNER JOIN 과정 l ON c.과정코드 = l.과정코드; -- 연결 조건이 맞는 행만 조회합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,132,제12장 INNER JOIN,INNER JOIN,INNER JOIN,Y,SQL 절/장/키워드 기준 매칭,"회원 테이블과 주문 테이블을 회원번호 기준으로 INNER JOIN하여, 주문이 있는 회원의 이름만 조회하는 SQL문을 쓰시오. [테이블 구조] 테이블명 필드 회원 회원번호, 이름 주문 주문번호, 회원번호","SELECT c.수강생명, l.과정명 FROM 수강생 c INNER JOIN 과정 l ON c.과정코드 = l.과정코드; -- 연결 조건이 맞는 행만 조회합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,133,제12장 INNER JOIN,INNER JOIN,INNER JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 요구사항에 맞는 SQL문을 쓰시오. [테이블 구조] 테이블명 필드 학생 학번, 이름 성적 학번, 점수 요구사항 학생 , 성적 테이블을 학번 기준으로 조인하여 이름 과 점수 를 조회한다.","SELECT c.수강생명, l.과정명 FROM 수강생 c INNER JOIN 과정 l ON c.과정코드 = l.과정코드; -- 연결 조건이 맞는 행만 조회합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,134,제12장 INNER JOIN,INNER JOIN,INNER JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 빈칸에 들어갈 컬럼명을 쓰시오. SELECT 이름, 부서명 FROM 사원 INNER JOIN 부서 ON 사원.( ) = 부서.부서코드;","SELECT c.수강생명, l.과정명 FROM 수강생 c INNER JOIN 과정 l ON c.과정코드 = l.과정코드; -- 연결 조건이 맞는 행만 조회합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,135,제12장 INNER JOIN,INNER JOIN,INNER JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 실행 결과를 쓰시오. 작성 기준: 출력 열 이름과 결과 행을 직접 작성하세요. 정렬 조건이 없는 경우 지문에 제시된 행의 순서를 기준으로 작성하고, NULL 값은 NULL 로 입력합니다. [회원] 회원번호 이름 등급 1 김하늘 VIP 2 정민재 일반 3 오지은 VIP 4 박서준 일반 5 한유리 VIP [주문] 주문번호 회원번호 금액 100 1 45000 101 2 18000 102 3 70000 103 1 12","SELECT c.수강생명, l.과정명 FROM 수강생 c INNER JOIN 과정 l ON c.과정코드 = l.과정코드; -- 연결 조건이 맞는 행만 조회합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,136,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 요구사항에 맞는 SQL문을 쓰시오. [테이블 구조] 테이블명 필드 회원 회원번호, 이름 주문 주문번호, 회원번호 요구사항 회원 테이블의 모든 회원을 기준으로 회원번호 , 이름 , 주문번호 를 함께 조회한다. 두 테이블은 회원번호 로 연결한다. 주문이 없는 회원도 결과에 포함한다.","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,137,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 실행 결과를 쓰시오. 작성 기준: 출력 열 이름과 결과 행을 직접 작성하세요. 정렬 조건이 없는 경우 지문에 제시된 행의 순서를 기준으로 작성하고, NULL 값은 NULL 로 입력합니다. [회원] 회원번호 이름 지역 1 김유진 서울 2 박지안 부산 3 이서준 서울 4 최하린 대전 5 정도윤 서울 [주문] 주문번호 회원번호 상태 10 1 완료 11 1 취소 12 3 완료 13 5 완료 SELECT 회원.이름, 주","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,138,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 빈칸에 들어갈 키워드를 쓰시오. SELECT 회원.이름, 주문.주문번호 FROM 회원 ( ) 주문 ON 회원.회원번호 = 주문.회원번호; 조건: 회원은 모두 보이고 주문은 있는 경우만 연결한다.","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,139,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 요구사항에 맞는 SQL문을 쓰시오. [테이블 구조] 테이블명 필드 부서 부서코드, 부서명 사원 이름, 부서코드 요구사항 부서 테이블의 모든 부서를 기준으로 부서코드 , 부서명 , 소속 사원의 이름 을 조회한다. 두 테이블은 부서코드 로 연결한다. 사원이 없는 부서도 결과에 포함한다.","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,140,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 실행 결과를 쓰시오. 작성 기준: 출력 열 이름과 결과 행을 직접 작성하세요. 정렬 조건이 없는 경우 지문에 제시된 행의 순서를 기준으로 작성하고, NULL 값은 NULL 로 입력합니다. [부서] 부서코드 부서명 지역 D1 총무부 서울 D2 회계부 서울 D3 개발부 판교 D4 영업부 부산 [사원] 사원번호 이름 부서코드 1 김민수 D1 2 이도윤 D1 3 박서연 D3 4 최유나 D9 SELECT 부서명, 이름 ","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,141,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,다음 중 SELF JOIN 에 대한 설명으로 가장 적절한 것을 고르시오.,"SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,142,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 요구사항에 맞는 SQL문을 쓰시오. 요구사항 사원 테이블에서 사원 이름과 그 사원의 상사 이름을 함께 조회한다. 컬럼은 이름 , 상사이름 으로 출력한다. 테이블 구조: 사원번호, 이름, 상사번호","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,143,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 빈칸에 들어갈 알맞은 컬럼명을 쓰시오. [테이블 구조] 테이블명 필드 사원 사원번호, 이름, 상사번호 SELECT a.이름, b.이름 AS 상사이름 FROM 사원 a LEFT JOIN 사원 b ON a.상사번호 = b.( );","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,144,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 실행 결과를 쓰시오. 작성 기준: 출력 열 이름과 결과 행을 직접 작성하세요. 정렬 조건이 없는 경우 지문에 제시된 행의 순서를 기준으로 작성하고, NULL 값은 NULL 로 입력합니다. [사원] 사원번호 이름 상사번호 1 김부장 NULL 2 박대리 1 3 이사원 2 4 최사원 2 5 정인턴 3 SELECT a.이름, b.이름 AS 상사이름 FROM 사원 a LEFT JOIN 사원 b ON a.상사번호 = b.","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,145,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 요구사항에 맞는 SQL문을 쓰시오. [테이블 구조] 테이블명 필드 회원 회원번호, 이름 주문 주문번호, 회원번호 요구사항 회원 테이블을 왼쪽 기준으로 하여 회원번호 , 이름 , 주문번호 를 조회한다. 두 테이블은 회원번호 로 연결한다. 주문이 없는 회원도 모두 표시한다.","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,146,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,조인에서 오른쪽 테이블의 모든 행을 유지하는 조인 방식을 쓰시오.,"SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,147,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 빈칸에 들어갈 키워드를 쓰시오. SELECT 상품.상품명, 판매.수량 FROM 상품 ( ) 판매 ON 상품.상품코드 = 판매.상품코드; 조건: 판매되지 않은 상품도 모두 조회한다.","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,148,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 실행 결과를 쓰시오. 작성 기준: 출력 열 이름과 결과 행을 직접 작성하세요. 정렬 조건이 없는 경우 지문에 제시된 행의 순서를 기준으로 작성하고, NULL 값은 NULL 로 입력합니다. [상품] 상품코드 상품명 분류 A01 키보드 주변기기 A02 마우스 주변기기 A03 모니터 출력장치 A04 USB허브 주변기기 A05 스피커 음향 [판매] 상품코드 수량 판매월 A01 3 3 A03 2 3 A01 1 4 A05","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,149,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"다음 요구사항에 맞는 SQL문을 쓰시오. [테이블 구조] 테이블명 필드 사원 사원번호, 이름, 상사번호 요구사항 사원 테이블을 자기 자신과 조인하여 사원의 이름 과 상사의 이름을 상사이름 으로 조회한다. 상사번호 는 상사 행의 사원번호 를 참조한다. 상사가 없는 사원도 결과에 포함한다.","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,150,제13장 OUTER JOIN / SELF JOIN,OUTER JOIN과 SELF JOIN,OUTER JOIN SELF JOIN,Y,SQL 절/장/키워드 기준 매칭,"사원 테이블에서 사원 이름과 그 사원의 상사 이름을 함께 조회하는 SELF JOIN SQL문을 쓰시오. [테이블 구조] 테이블명 필드 사원 사원번호, 이름, 상사번호 상사번호 는 같은 테이블의 사원번호 를 참조합니다.","SELECT l.과정코드, l.과정명, r.신청번호 FROM 과정 l LEFT JOIN 수강신청 r ON l.과정코드 = r.과정코드; -- 왼쪽 테이블의 모든 행을 유지합니다. SELECT e.직원명, m.직원명 AS 멘토명 FROM 직원 e LEFT JOIN 직원 m ON e.멘토번호 = m.직원번호; -- 같은 테이블을 별칭으로 나누어 사용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,151,제14장 UNION / UNION ALL / 집합연산자,UNION과 집합연산,UNION과 UNION ALL,Y,SQL 절/장/키워드 기준 매칭,"다음 두 테이블에서 지역이 서울인 PM 이름을 중복 없이 조회하는 SQL문을 쓰시오. [prj1] ID, PM, REGION [prj2] ID, PM, REGION",SELECT 과목명 FROM 오전과정 UNION SELECT 과목명 FROM 오후과정; -- 중복을 제거하고 합칩니다. SELECT 과목명 FROM 오전과정 UNION ALL SELECT 과목명 FROM 오후과정; -- 중복을 포함해 모두 합칩니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,152,제14장 UNION / UNION ALL / 집합연산자,UNION과 집합연산,UNION과 UNION ALL,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 실행 결과를 쓰시오. 작성 기준: 출력 열 이름과 결과 행을 직접 작성하세요. 정렬 조건이 없는 경우 지문에 제시된 행의 순서를 기준으로 작성하고, NULL 값은 NULL 로 입력합니다. [t1] c1 구분 A 기존 B 기존 D 기존 F 기존 [t2] c1 구분 B 신규 C 신규 E 신규 F 신규 SELECT c1 FROM t1 WHERE c1 <= 'D' UNION SELECT c1 FROM t2 WHERE ",SELECT 과목명 FROM 오전과정 UNION SELECT 과목명 FROM 오후과정; -- 중복을 제거하고 합칩니다. SELECT 과목명 FROM 오전과정 UNION ALL SELECT 과목명 FROM 오후과정; -- 중복을 포함해 모두 합칩니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,153,제14장 UNION / UNION ALL / 집합연산자,UNION과 집합연산,UNION과 UNION ALL,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 실행 결과를 쓰시오. 작성 기준: 출력 열 이름과 결과 행을 직접 작성하세요. 정렬 조건이 없는 경우 지문에 제시된 행의 순서를 기준으로 작성하고, NULL 값은 NULL 로 입력합니다. [t1] c1 구분 A 기존 B 기존 D 기존 F 기존 [t2] c1 구분 B 신규 C 신규 E 신규 F 신규 SELECT c1 FROM t1 WHERE c1 <= 'D' UNION ALL SELECT c1 FROM t2 WH",SELECT 과목명 FROM 오전과정 UNION SELECT 과목명 FROM 오후과정; -- 중복을 제거하고 합칩니다. SELECT 과목명 FROM 오전과정 UNION ALL SELECT 과목명 FROM 오후과정; -- 중복을 포함해 모두 합칩니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,154,제14장 UNION / UNION ALL / 집합연산자,UNION과 집합연산,UNION과 UNION ALL,Y,SQL 절/장/키워드 기준 매칭,다음 SQL문의 빈칸에 들어갈 키워드를 쓰시오. SELECT 이름 FROM A ( ) SELECT 이름 FROM B; 조건: 두 결과를 합치되 중복도 모두 보여준다.,SELECT 과목명 FROM 오전과정 UNION SELECT 과목명 FROM 오후과정; -- 중복을 제거하고 합칩니다. SELECT 과목명 FROM 오전과정 UNION ALL SELECT 과목명 FROM 오후과정; -- 중복을 포함해 모두 합칩니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,155,제14장 UNION / UNION ALL / 집합연산자,UNION과 집합연산,UNION과 UNION ALL,Y,SQL 절/장/키워드 기준 매칭,"다음 요구사항에 맞는 SQL문을 쓰시오. [테이블 구조] 테이블명 필드 서울점포 상품명 부산점포 상품명 요구사항 서울점포 , 부산점포 테이블의 상품명 을 하나로 합쳐 조회한다. 중복은 제거한다.",SELECT 과목명 FROM 오전과정 UNION SELECT 과목명 FROM 오후과정; -- 중복을 제거하고 합칩니다. SELECT 과목명 FROM 오전과정 UNION ALL SELECT 과목명 FROM 오후과정; -- 중복을 포함해 모두 합칩니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,156,제14장 UNION / UNION ALL / 집합연산자,UNION과 집합연산,UNION과 UNION ALL,Y,SQL 절/장/키워드 기준 매칭,UNION 과 UNION ALL 중 중복 행을 제거하지 않고 모든 결과를 결합하는 집합 연산자를 쓰시오.,SELECT 과목명 FROM 오전과정 UNION SELECT 과목명 FROM 오후과정; -- 중복을 제거하고 합칩니다. SELECT 과목명 FROM 오전과정 UNION ALL SELECT 과목명 FROM 오후과정; -- 중복을 포함해 모두 합칩니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,157,제14장 UNION / UNION ALL / 집합연산자,UNION과 집합연산,UNION과 UNION ALL,Y,SQL 절/장/키워드 기준 매칭,"다음 SQL문의 실행 결과를 쓰시오. 작성 기준: 출력 열 이름과 결과 행을 직접 작성하세요. 정렬 조건이 없는 경우 지문에 제시된 행의 순서를 기준으로 작성하고, NULL 값은 NULL 로 입력합니다. [A] 이름 과정 김민수 SQL 박서연 Python 이도윤 Java 최유나 SQL [B] 이름 과정 박서연 SQL 이도윤 Java 강하준 Linux 오지은 Python SELECT COUNT(*) AS 건수 FROM ( SEL",SELECT 과목명 FROM 오전과정 UNION SELECT 과목명 FROM 오후과정; -- 중복을 제거하고 합칩니다. SELECT 과목명 FROM 오전과정 UNION ALL SELECT 과목명 FROM 오후과정; -- 중복을 포함해 모두 합칩니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,158,제14장 UNION / UNION ALL / 집합연산자,UNION과 집합연산,UNION과 UNION ALL,Y,SQL 절/장/키워드 기준 매칭,다음 SQL문의 괄호에 들어갈 알맞은 키워드를 쓰시오. SELECT 상품코드 FROM 재고1 ( ) SELECT 상품코드 FROM 재고2; 조건: 두 결과를 합치되 중복을 제거한다.,SELECT 과목명 FROM 오전과정 UNION SELECT 과목명 FROM 오후과정; -- 중복을 제거하고 합칩니다. SELECT 과목명 FROM 오전과정 UNION ALL SELECT 과목명 FROM 오후과정; -- 중복을 포함해 모두 합칩니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
sql,159,제14장 UNION / UNION ALL / 집합연산자,UNION과 집합연산,UNION과 UNION ALL,Y,SQL 절/장/키워드 기준 매칭,"다음 요구사항에 맞는 SQL문을 쓰시오. [테이블 구조] 테이블명 필드 오전반 이름 오후반 이름 요구사항 오전반 , 오후반 학생 명단의 이름 을 하나로 합쳐 조회한다. 같은 학생이 두 반에 모두 있으면 한 번만 출력한다.",SELECT 과목명 FROM 오전과정 UNION SELECT 과목명 FROM 오후과정; -- 중복을 제거하고 합칩니다. SELECT 과목명 FROM 오전과정 UNION ALL SELECT 과목명 FROM 오후과정; -- 중복을 포함해 모두 합칩니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
